timestamp,temperature,ph,dissolved_oxygen,turbidity
2025-02-21 01:41:56.185983,25.293836207074015,7.069003787481845,7.659879666250081,3.5963831840205502
2025-02-21 01:41:57.290075,25.18433206854045,6.843937171222986,7.8430172665711115,3.185827958963806
2025-02-21 01:41:58.349702,26.019918547480344,7.176501924633574,7.703071980251959,2.9620327369391197
2025-02-21 01:41:59.415053,25.318978516993354,7.202486810269263,7.952797414788734,3.2495316870033437
2025-02-21 01:42:00.490580,24.82782330970788,6.998423522000816,7.876229539028127,3.1029512265109744
2025-02-21 01:42:01.554601,25.458679433065736,7.00569725465315,8.144200081165057,2.906699323097386
2025-02-21 01:42:02.618796,24.950374059738206,6.918360998416839,7.733532536424717,2.9453080872461794
2025-02-21 01:42:03.683113,24.63975640106256,6.989826257353112,7.942020368192657,3.156906912907769
2025-02-21 01:42:04.745751,25.781120808165923,6.947496620217494,8.266990573098942,2.106186732790848
2025-02-21 01:42:05.824533,24.79855954628603,7.025995613126884,8.199475911785695,2.6995685219552277
2025-02-21 01:42:06.903882,24.899925793267084,7.288125542342155,7.865197955905643,2.294803483642304
2025-02-21 01:42:07.968363,25.33764735321719,7.352403104631386,8.009863634080721,2.9587314130735196
2025-02-21 01:42:09.031401,25.348398090928754,6.91607843220721,8.242483782710215,2.8754026205889915
2025-02-21 01:42:10.095321,25.40352785833442,7.001768532982398,8.243558850258811,2.895212614806331
2025-02-21 01:42:11.159103,24.856925303498727,7.220055610116633,7.940827308722787,3.256977094314183
2025-02-21 01:42:12.221955,24.904752536361762,7.250331039575506,7.853152052026641,2.6728545089405213
2025-02-21 01:42:13.284894,25.687844966535483,7.031078833092045,8.195384341595004,3.3221193825471724
2025-02-21 01:42:14.348103,25.34247421345081,7.079342239777272,8.106377870206625,2.936429619367074
2025-02-21 01:42:15.411444,26.419864741058365,7.082275603875673,7.667285160621621,3.1959364413155176
2025-02-21 01:42:16.474742,24.91472438695048,6.826482251916144,7.746939938600566,2.983397496399213
2025-02-21 01:42:17.537273,25.18230264603874,7.245409251416424,7.847186132120742,2.992609143449082
2025-02-21 01:42:18.601033,26.183686468850173,7.249545682952644,8.20414280687897,2.4113331494941597
2025-02-21 01:42:19.664811,26.30361358041821,6.914811883666803,8.03663254889256,2.966237482160901
2025-02-21 01:42:20.727648,25.482947127333084,7.034017258873268,8.056409776208953,3.1178413369831035
2025-02-21 01:42:21.901246,26.16994690198793,6.980653918692689,8.16159386965755,3.0943330939396327
2025-02-21 01:42:23.026295,25.018306767163622,6.960855280815779,7.836912172678553,3.282200530476694
2025-02-21 01:42:24.138633,26.197533485395102,6.991754545768908,7.851493339426415,2.8496298385423944
2025-02-21 01:42:25.250339,25.82199767403415,7.216511590012069,8.081819946899166,2.8035806486723063
2025-02-21 01:42:26.377717,25.79266800356711,7.032067865794107,8.03494961282662,2.9290210205303637
2025-02-21 01:42:27.504837,25.504264245234893,7.088457407712167,7.907738160186901,2.8500892313059842
2025-02-21 01:42:28.633081,25.919368200452183,7.248866768469134,7.76603367431636,3.144981087959292
2025-02-21 01:42:29.759242,25.43608779679839,7.245667765377351,7.887913322046787,3.497328974137391
2025-02-21 01:42:30.886307,26.017309873667458,7.270823297473956,8.260809475476101,2.897889693752083
2025-02-21 01:42:32.013180,26.318482900790823,7.1157827815997035,8.075832049735643,3.5060494763320387
2025-02-21 01:42:33.139636,26.15090914870885,7.052572091194408,8.204784070358404,2.4386647968888497
2025-02-21 01:42:34.267451,25.31100260617148,7.006404613222314,7.8978527527343525,2.8079948779679107
2025-02-21 01:42:35.393784,25.536226068391375,6.87911085417803,8.343088040490155,3.1072084739634263
2025-02-21 01:42:36.522559,25.346501089574392,6.997211315482179,7.916362840854096,2.650889033791192
2025-02-21 01:42:37.648900,26.083161050076303,7.004177745613935,8.007882998204545,2.5823164056536805
2025-02-21 01:42:38.775189,25.8423189262218,7.188056222616844,7.927433367119223,2.7923062887833034
2025-02-21 01:42:39.901050,25.509919197169875,7.209045791297718,8.117427885880444,2.9187227920867738
2025-02-21 01:42:41.044012,24.682999529770225,6.973660782373065,7.8169049660076055,3.0340285095681083
