timestamp,temperature,ph,dissolved_oxygen,turbidity
2025-03-06 17:02:34.963874,22.78062489536414,7.526899111414083,8.387932853032819,2.6212300209861352
2025-03-06 17:02:36.147156,22.673472731276213,7.390353764374799,8.103364917222683,3.01160915935581
2025-03-06 17:02:37.243249,22.40579185742448,7.394490473344841,8.25178112046125,2.93188678298796
2025-03-06 17:02:38.343937,22.502157343050186,7.251782992305447,8.01481398548696,2.691265976779666
2025-03-06 17:02:39.444105,22.460085687485854,7.399725962094193,8.139092710880535,3.0181861523212477
2025-03-06 17:02:40.541826,24.024904759280634,7.408078754410435,8.302163558725653,2.761677935510789
2025-03-06 17:02:41.636592,24.3682297134198,7.599954542704661,8.3490977625352,2.662396610536329
2025-03-06 17:02:42.725613,23.990874011162298,7.267196365250982,8.15240046774929,2.9030316393477196
2025-03-06 17:02:43.825191,22.618961602880066,7.483842737566014,8.118369579862025,2.952333170683473
2025-03-06 17:02:44.924927,23.61765717954926,7.435215449445373,7.8664871000597305,2.3755630036290496
2025-03-06 17:02:46.017753,22.64454850433399,7.472320363723232,8.087600799242683,2.999491670606276
2025-03-06 17:02:47.122192,22.91748346355453,7.4836717621625235,8.202110594642992,2.900889931424988
2025-03-06 17:02:48.210098,22.90405015496919,7.411353600479778,7.966622729303906,2.920523918226979
2025-03-06 17:02:49.312661,22.235070233826026,7.270121773284579,7.923948223748464,2.533335500073431
2025-03-06 17:02:50.408357,22.668499954840705,7.548236143823498,8.16559620953511,2.787916960485447
2025-03-06 17:02:51.495300,23.44942952856749,7.340475835691944,8.21224080856196,3.2533719961555394
2025-03-06 17:02:52.591293,23.35560879148595,7.444074412154483,8.27583444568057,2.6374240732886474
2025-03-06 17:02:53.679787,23.003140345234097,7.467031165471108,8.096946710655255,2.965921831245883
2025-03-06 17:02:54.766778,23.21181134811621,7.448920522242022,8.395512217630033,3.394098769038836
2025-03-06 17:02:55.866691,22.958524194987355,7.460789340927807,7.911739181251405,3.123615897446236
2025-03-06 17:02:56.979888,23.01901891841932,7.4834068543419905,8.14464045444226,2.6416660560607137
2025-03-06 17:02:58.069016,23.10518425571131,7.439435254981043,8.019278390977552,3.499170168132499
2025-03-06 17:02:59.170143,22.861952967360395,7.442786975360156,7.913474612151508,3.245845206825018
2025-03-06 17:03:00.270252,22.406049105071038,7.4149907131873505,8.0741577688355,2.4881199946076964
2025-03-06 17:03:01.372182,23.466825735701402,7.299879009660964,8.445832563506526,3.203386722416351
2025-03-06 17:03:02.481891,22.269065946954903,7.381617314682512,7.795962553901209,3.0313447157783955
2025-03-06 17:03:03.576384,23.963200486925675,7.4202083530885385,8.14672012010521,3.3375268933513222
2025-03-06 17:03:04.720850,23.793667519207098,7.251639040313063,7.868615634586486,3.017760413639608
2025-03-06 17:03:05.963192,22.745506426580846,7.333876137577718,8.268233014162297,3.218469766031757
